"RRMSEs","RMSEs","Nrules"
1.10542380711367,123.68966819468,114
1.05739914360171,120.973012271126,58
1.09865735446971,123.310526290542,372
1.05193171567343,120.659853126401,27
1.01851598522509,118.727942690695,17
1.02023425186546,118.8280492661,6
1.0399053139081,119.968137480371,12
1.02023425186546,118.8280492661,6
