Nrule,RRMSE
1,0.586242548737205
2,0.581906018369341
3,0.583621546588453
4,0.583152095286665
5,0.332792890265372
6,0.332795407967911
7,0.332632372663712
8,0.332706925079263
9,0.332636920073356
10,0.332304435920558
11,0.332308392317575
12,0.332540967081023
13,0.332734328656606
14,0.332449007172635
15,0.332612107118575
16,0.332624845404239
17,0.332309194076963
18,0.332339054201285
19,0.332154833733438
20,0.332327612373699
21,0.33249509526457
22,0.332593611287232
23,0.332305839330941
24,0.332417046081211
25,0.332047104243786
26,0.332334195645303
27,0.332372768243093
28,0.331335016012296
29,0.332196831527979
30,0.332182631489426
31,0.332055854549182
32,0.332352086593127
33,0.331336506264273
34,0.332358029118879
35,0.331901654211733
36,0.331880799341648
37,0.331183938174602
38,0.331227899357764
39,0.331322921571522
40,0.331343029443484
41,0.331099893447439
42,0.331551345581235
43,0.331266998725543
44,0.331367452598932
45,0.331497775534033
46,0.331824367100189
47,0.330768701849289
48,0.331161874782128
49,0.330743477207992
50,0.33152219792618
51,0.33138512720584
52,0.330750879882564
53,0.330883859299525
54,0.331349630535364
55,0.330770083436583
56,0.330989221089514
57,0.331797341366786
58,0.330793796331106
59,0.330749696209318
60,0.330719357608644
61,0.331550091278897
62,0.330738083636817
63,0.330630637807005
64,0.330985181382116
65,0.332090532799093
66,0.330671576821161
67,0.331869889212053
68,0.330656334340948
69,0.33103455516873
70,0.330858786491497
71,0.330806625865914
72,0.330671181632455
73,0.330710759818657
74,0.331373086087486
75,0.332143217805702
76,0.330777241170955
77,0.330712462717612
78,0.331418923744079
79,0.330719660529057
80,0.329779585923473
81,0.3290265280669
82,0.33094985929492
83,0.331181206364091
84,0.330747963511629
85,0.329546240398833
86,0.329337998748688
87,0.329263998290589
88,0.330937969542179
89,0.329063262708851
90,0.329353422938144
91,0.329400711441448
92,0.329224351428926
93,0.329110109048561
94,0.329475558865341
95,0.329650546072856
96,0.331094106041899
97,0.329455008904517
98,0.329361458501775
99,0.329746696991986
100,0.329583380563863
101,0.383068379346771
102,0.332798609824232
103,0.33279769302267
104,0.332641689021356
105,0.332427461572056
106,0.332427012139326
107,0.33261552476276
108,0.332540947088645
109,0.333223696981822
110,0.332540947088645
111,0.332540943998305
112,0.332462260518796
113,0.333444735191699
114,0.333156224478734
115,0.332014151249889
116,0.332282258300044
117,0.331639501061201
118,0.331813765423851
119,0.332278883379224
120,0.331839806057928
121,0.332960965525963
122,0.333020054827219
