Nrule,RRMSE
1,0.910138354893633
2,0.910138354893633
3,0.890403841022736
4,0.910138354893633
5,0.890403841022736
6,0.899355860630715
7,0.867074215972111
8,0.867106735390671
9,0.867106195432474
10,0.865911535090516
11,0.865858141269106
12,0.853154474331168
13,0.866027947295104
14,0.853366242453193
15,0.850275776875561
16,0.83220702289033
17,0.828476266664487
18,0.846050387431596
19,0.8425879653674
20,0.842592037614351
21,0.844143875362299
22,0.844142562040162
23,0.845002792706318
24,0.842207195037366
25,0.843306847817698
26,0.842758158385931
27,0.839799151299438
28,0.8415922386179
29,0.835237714439148
30,0.84155850221637
31,0.835157684955938
32,0.841518774495943
33,0.833818716664024
34,0.830470862251101
35,0.826737666863709
36,0.827608356997264
37,0.828415984930164
38,0.829108554263925
39,0.828400393982895
40,0.824136469518237
41,0.826159971906889
42,0.825716461503151
43,0.824113820368776
44,0.824592013093571
45,0.821183922555477
46,0.823672860194604
47,0.826662393462288
48,0.825536006315714
49,0.815374001859104
50,0.820938246208621
51,0.81909165492399
52,0.820115942840707
53,0.81989925919609
54,0.820867897838529
55,0.821939213500598
56,0.821018983706283
57,0.81211813099041
58,0.817779930370111
59,0.815503721231278
60,0.812739101841166
61,0.815791633192457
62,0.809400698785064
63,0.806894873078215
64,0.809009955497331
65,0.810007589105675
66,0.806586300164793
67,0.81005739767122
68,0.808097841676144
69,0.802884564426506
70,0.80279456244804
71,0.80402172360241
72,0.80706835908478
73,0.801521763729809
74,0.802096634986128
75,0.794058458919152
76,0.797649857268129
77,0.797212082795494
78,0.799861429424804
79,0.800857869975951
80,0.798134228132514
81,0.794681640491852
82,0.79292053108684
83,0.799034387433553
84,0.797120935848523
85,0.798072464228242
86,0.794733134201761
87,0.795170787249575
88,0.793987510540573
89,0.792791472112607
90,0.788272785768703
91,0.791549052593046
92,0.795380766057275
93,0.794693062069034
94,0.786811840304725
95,0.793440039083393
96,0.790147263043152
97,0.792812166610116
98,0.791096275580571
99,0.789539662389819
100,0.792833503196458
101,0.791527839830903
102,0.791120056145166
103,0.789608940482674
104,0.867106049512131
105,0.867106735390671
106,0.867106735390671
107,0.867106735390671
108,0.865876864812614
109,0.853154474331168
110,0.853060019222038
111,0.853352205235324
112,0.853335816681051
113,0.832183520779184
114,0.832181401208062
115,0.828024504386655
116,0.828030679739409
117,0.828024504386655
118,0.841541243701122
119,0.828025129907151
120,0.841541573254585
121,0.841395594152713
122,0.841546466203139
123,0.841402753366795
124,0.841576479046352
125,0.842307007967835
