CBM,4,3,3.516097261633102,2.437214463144474e-05
CBM,4,3,3.516097261633102,2.437214463144474e-05
CBM,4,3,3.454722787346857,2.394672193898813e-05
CBM,4,3,3.527446643810042,2.4450813895492755e-05
CBM,4,3,3.454722787346857,2.394672193898813e-05
CASP,5,4,31.55334828681992,9.251187513579561e-05
CASP,1,0,37.31082275230434,0.00010939232642758171
CASP,4,3,31.51065289303877,9.238669568091014e-05
CASP,1,0,37.31082275230434,0.00010939232642758171
CASP,2,1,33.60018256927096,9.851302835226336e-05
Metrop,4,3,1089880.3060419417,2.8661350955396094e-05
Metrop,3,2,1094886.056175029,2.8792990696534704e-05
Metrop,3,2,1094886.056175029,2.8792990696534704e-05
Metrop,3,2,1094886.056175029,2.8792990696534704e-05
Metrop,3,2,1094886.056175029,2.8792990696534704e-05
parkinsons,4,3,19.4316644686032,0.00014151301531203954
parkinsons,4,3,19.98917781005389,0.00014557316127394894
parkinsons,4,3,19.597739236981322,0.00014272247121214577
parkinsons,3,2,29.25094253896581,0.0002130228774841442
parkinsons,4,3,19.697150972404728,0.0001434464469919818
PRSAp,4,3,7405.241768603719,0.00010646091274649425
PRSAp,4,3,7193.8836662071335,0.00010342233855801773
PRSAp,3,3,7211.257002998601,0.00010367210505451669
PRSAp,4,3,7386.3962100578065,0.00010618998096240024
PRSAp,4,3,7223.064597080103,0.00010384185606097085
SkillCraft1,4,3,1.306370471630211,0.0010329386278023266
SkillCraft1,3,2,1.3184465655371707,0.00104248711664248
SkillCraft1,3,2,1.34767273848748,0.0010655960613398703
SkillCraft1,4,3,1.2119127562219703,0.0009582515271230108
SkillCraft1,4,3,1.2275872480980183,0.0009706452458127325
energyp,4,3,10317.643092603788,0.00024365836329267804
energyp,4,3,10419.326626857932,0.0002460596911257701
energyp,4,3,10272.941998863942,0.00024260271567623243
energyp,4,3,10352.091083520952,0.000244471876709479
energyp,5,5,10212.31920887505,0.00024117106605874198
crowdfundingp,4,3,1336093449.975381,8.081552415854124e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
gridp,4,3,0.0010993230770660841,0.0003969624660823039
gridp,1,0,0.0013847994997433324,0.0005000471980582363
gridp,1,0,0.0013847994997433324,0.0005000471980582363
gridp,1,0,0.0013847994997433324,0.0005000471980582363
gridp,1,0,0.0013847994997433324,0.0005000471980582363
CBM,4,3,3.527446643810042,2.4450813895492755e-05
CBM,4,3,3.527446643810042,2.4450813895492755e-05
CBM,4,3,3.516097261633102,2.437214463144474e-05
CBM,4,3,3.5172112422714754,2.4379866288502214e-05
CBM,4,3,3.516097261633102,2.437214463144474e-05
Metrop,4,3,1089880.3060419417,2.8661350955396094e-05
Metrop,3,3,1175818.8370818375,3.092133710715143e-05
Metrop,3,3,1175818.8370818375,3.092133710715143e-05
Metrop,3,3,1175818.8370818375,3.092133710715143e-05
Metrop,3,3,1175818.8370818375,3.092133710715143e-05
parkinsons,4,3,19.160568529613677,0.0001395387323664256
parkinsons,4,3,19.927066408838446,0.0001451208288612802
parkinsons,4,3,20.264625984037032,0.0001475791398006743
parkinsons,4,3,20.258712295696448,0.00014753607278137474
parkinsons,4,3,19.011217453913595,0.00013845106840966242
SkillCraft1,4,3,1.224566877772886,0.0009682570586584378
SkillCraft1,4,3,1.2011863864653058,0.0009497702563821596
SkillCraft1,3,2,1.2902225692600076,0.0010201705865166496
SkillCraft1,3,3,1.3114927797886795,0.0010369888035183978
SkillCraft1,3,2,1.302290703555064,0.001029712781743486
crowdfundingp,4,3,1336093449.975381,8.081552415854124e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
crowdfundingp,1,0,1613901249.9890335,9.761912646184438e-05
gridp,4,3,0.0011261421420194833,0.0004066467548814945
gridp,10,9,0.0008691142175202383,0.00031383469545166856
gridp,8,8,0.0010873510472689959,0.0003926393998505401
gridp,15,16,0.0009326693523101717,0.0003367842755748634
gridp,4,3,0.0011094830389519895,0.00040063119969635204
PRSAp,4,3,7405.241768603719,0.00010647366255640402
PRSAp,5,5,7161.485366358811,0.0001029688969147711
PRSAp,8,8,7086.151709966302,0.0001018857384493874
PRSAp,9,9,7046.144517327178,0.0001013105091102256
PRSAp,10,9,7317.511433650297,0.00010521226281124051
SkillCraft1,4,3,1.200887521595372,0.0009509575349992823
SkillCraft1,5,4,1.2282756830325965,0.0009726456431860546
SkillCraft1,9,10,1.1428379500943573,0.0009049893019802288
SkillCraft1,6,5,1.2032896633533603,0.0009528597404630052
SkillCraft1,8,7,1.1242840999420756,0.0008902968988298322
CBM,4,3,3.516097261633102,2.4382359277141066e-05
CBM,5,4,3.021808436278443,2.0954715833377047e-05
CBM,6,5,1.4969396827940364,1.0380520914583953e-05
CBM,7,6,0.9908818643024261,6.87126544542844e-06
CBM,7,6,1.0045020534244105,6.9657145803310925e-06
crowdfundingp,5,4,1315170023.959866,7.955770631184035e-05
crowdfundingp,7,7,1267566253.9871116,7.667804308820199e-05
crowdfundingp,6,5,1297553069.0045772,7.849201556242546e-05
crowdfundingp,9,9,1242437055.559884,7.515791918642248e-05
crowdfundingp,4,3,1339950993.893181,8.105676505873997e-05
PRSAp,4,3,7405.241768603719,0.00010647366255640402
PRSAp,7,7,7274.463848397987,0.00010459331825693101
PRSAp,7,8,7167.392433651481,0.00010305382960289538
PRSAp,11,10,6992.786436311533,0.00010054331872127653
PRSAp,8,8,7166.380833473763,0.00010303928466576436
PRSAp,10,11,7113.88503891304,0.0001022844923591328
PRSAp,8,8,7095.754301269883,0.00010202380592889352
PRSAp,8,8,7009.908775472301,0.00010078950624883429
PRSAp,13,12,7049.49436658306,0.00010135867373879963
PRSAp,11,11,7273.385040040071,0.00010457780699063438
SkillCraft1,4,3,1.219049827257859,0.0009653398823150049
SkillCraft1,5,4,1.1850324010484485,0.0009384021989821436
SkillCraft1,6,5,1.169645089671945,0.0009262173111939626
SkillCraft1,8,7,1.2020336375438891,0.0009518651200791715
SkillCraft1,6,7,1.229628970181308,0.0009737172827758932
SkillCraft1,5,4,1.1847116109398315,0.0009381481720516802
SkillCraft1,8,7,1.166640894763323,0.0009238383525208264
SkillCraft1,7,7,1.0895078712521977,0.0008627583357947502
SkillCraft1,10,10,1.1134626893781974,0.0008817276517271812
SkillCraft1,5,5,1.1616876828967984,0.0009199160083693424
CBM,4,3,3.5172112422714754,2.439008417043369e-05
CBM,7,6,1.0101938238994896,7.005184134874059e-06
CBM,8,7,0.5130360303083215,3.5576458448950096e-06
CBM,8,9,0.48356564917376504,3.3532836309432574e-06
CBM,5,4,3.021808436278443,2.0954715833377047e-05
CBM,7,7,2.0043359098011124,1.3899057571048974e-05
CBM,8,7,0.5049209893272175,3.501372132870872e-06
CBM,9,8,0.0,0.0
CBM,8,7,0.505272834572272,3.503812002003186e-06
CBM,6,5,2.5229445903856313,1.7495346932049964e-05
crowdfundingp,4,3,1336643010.0561826,8.085665739068665e-05
crowdfundingp,6,6,1335613699.7804596,8.07943920081674e-05
crowdfundingp,5,7,1316503890.530686,7.963839501593729e-05
crowdfundingp,7,7,1308933099.1887944,7.918042016618143e-05
crowdfundingp,7,9,1324699646.2912304,8.013417542297376e-05
crowdfundingp,9,10,1251555260.3631082,7.570950069041838e-05
crowdfundingp,6,7,1272043451.643801,7.694887923089211e-05
crowdfundingp,7,10,1279298749.5323412,7.738776914482389e-05
crowdfundingp,8,8,1279677314.0708344,7.74106693978899e-05
crowdfundingp,7,7,1281838205.6846797,7.75413867783457e-05
parkinsons,4,3,19.860950076372824,0.00014476253229645279
parkinsons,4,3,19.962399176179304,0.00014550197469627297
parkinsons,7,6,15.88921640846648,0.00011581335206276456
parkinsons,7,6,16.926868671128084,0.00012337659393228296
parkinsons,7,6,17.388426003134253,0.00012674079392897367
energyp,7,6,10236.563954376299,0.00024180488564902962
PRSAp,4,3,7405.241768603719,0.00010647366255640402
PRSAp,5,5,7161.485366358811,0.0001029688969147711
PRSAp,8,8,7086.151709966302,0.0001018857384493874
PRSAp,9,9,7046.144517327178,0.0001013105091102256
PRSAp,10,9,7317.511433650297,0.00010521226281124051
SkillCraft1,4,3,1.200887521595372,0.0009509575349992823
SkillCraft1,5,4,1.2282756830325965,0.0009726456431860546
SkillCraft1,9,10,1.1428379500943573,0.0009049893019802288
SkillCraft1,6,5,1.2032896633533603,0.0009528597404630052
SkillCraft1,8,7,1.1242840999420756,0.0008902968988298322
CBM,4,3,3.516097261633102,2.4382359277141066e-05
CBM,5,4,3.021808436278443,2.0954715833377047e-05
CBM,6,5,1.4969396827940364,1.0380520914583953e-05
CBM,7,6,0.9908818643024261,6.87126544542844e-06
CBM,7,6,1.0045020534244105,6.9657145803310925e-06
