Nrule,RRMSE
1,0.890134488035547
2,0.865747584164806
3,0.845211049870676
4,0.890134488035547
5,0.865747584164806
6,0.845211049870676
7,0.826835095540043
8,0.820571526515217
9,0.818612712250877
10,0.818611440738504
11,0.817866356471083
12,0.812987443654484
13,0.809072380683633
14,0.808470179992161
15,0.797918313569062
16,0.79749477160584
17,0.792784820333955
18,0.786492520155743
19,0.786075345509046
20,0.781834195540165
21,0.781834382010329
22,0.781834177603517
23,0.779494229766473
24,0.779494241869146
25,0.776974208953319
26,0.77919155400928
27,0.778145784585939
28,0.776028939026315
29,0.776028827795616
30,0.777326295514017
31,0.776037260283617
32,0.775670718357412
33,0.775677934982836
34,0.77524724589454
35,0.773608213919384
36,0.775253212663032
37,0.773055270940696
38,0.773062082944808
39,0.775254818948006
40,0.773046501667304
41,0.773081352739595
42,0.772496647004694
43,0.773057595340307
44,0.773060792709934
45,0.773052468297127
46,0.771529394451258
47,0.773061068750449
48,0.771522414479232
49,0.77212208716242
50,0.771099649564082
51,0.770298399757384
52,0.772045821877321
53,0.769187836968884
54,0.771969525279163
55,0.75655058075595
56,0.768117937497226
57,0.768087523712848
58,0.768217252027445
59,0.754633255527253
60,0.769804740744431
61,0.753109370819495
62,0.748406677420778
63,0.755419547243863
64,0.753090210977446
65,0.753540023700811
66,0.75307000984046
67,0.75597461104313
68,0.754518385785641
69,0.75424281239219
70,0.752053664514317
71,0.749145300120651
72,0.751461242779163
73,0.751455195391681
74,0.750017795538751
75,0.752397686500985
76,0.751368811665327
77,0.750237993270805
78,0.752031885052271
79,0.746692805031992
80,0.7471735532006
81,0.748983135482477
82,0.748945465087377
83,0.746424578928459
84,0.749141609449738
85,0.746641428857072
86,0.74651118761439
87,0.746657834222384
88,0.745993265672287
89,0.746245857642117
90,0.743858324648344
91,0.743857394657254
92,0.745731191404473
93,0.743132494542527
94,0.737443623759925
95,0.74566124618981
96,0.744091845261994
97,0.743055400046822
98,0.74512219845624
99,0.745885823698975
100,0.743021046818314
101,0.740463984849046
102,0.740743998239002
103,0.741400204244055
104,0.890134488035547
105,0.865747584164806
106,0.890134488035547
107,0.865747584164806
108,0.845211049870676
109,0.826835095540043
110,0.820571526515217
111,0.818612712250877
112,0.818611440738504
113,0.81367320967
114,0.809072516151404
115,0.808463031272666
116,0.826835095540043
117,0.826835095540043
118,0.820571526515217
119,0.818612712250877
120,0.818612712250877
121,0.815036662688642
122,0.815036263239069
123,0.808471575258336
124,0.808464566159152
125,0.797918205467186
126,0.797495599098341
127,0.786492510402427
128,0.786492510402427
129,0.786074925778266
130,0.781833789304756
131,0.786079073640745
132,0.786079234170941
133,0.779494136394441
134,0.781833834444257
135,0.770641243384398
136,0.770245987478955
137,0.768754325888399
138,0.769810364447426
