"RRMSEs","RMSEs","Nrules"
0.779743837672216,37900.350925483,76
0.783859800449035,38000.2498324146,54
0.772434268857503,37722.2876147262,113
0.793624793756178,38236.2127322101,33
0.808552381887353,38594.1371638824,16
0.841601419897665,39374.9926154933,6
0.819709405967868,38859.5005874671,9
0.841601419897665,39374.9926154933,6
