Nrule,RRMSE
1,0.398672681627909
2,0.572088878761622
3,0.572088878761622
4,0.39861410263328
5,0.572088878761622
6,0.572088878761622
7,0.357958862868964
8,0.355362769970941
9,0.330415019724592
10,0.330454211801413
11,0.310560414349976
12,0.310870519109186
13,0.311201122261495
14,0.305459179022144
15,0.304951381367111
16,0.312297293421805
17,0.284765381776491
18,0.283848686688168
19,0.284031736397455
20,0.284021526180974
21,0.280768489747789
22,0.285863932594129
23,0.283666621136363
24,0.286542792099963
25,0.286228104019864
26,0.286047115960656
27,0.28783906039281
28,0.272124764240741
