"RRMSEs","RMSEs","Nrules"
0.258351657369979,37700.252679701,53
0.260313688729983,37843.1377137217,46
0.261211185040203,37908.3184041499,49
0.271505694772492,38648.0963025879,29
0.283248176972328,39475.0052737208,15
0.370685806585177,45158.7189738067,5
0.328773251664488,42529.1667105069,9
0.370685806585177,45158.7189738067,5
